6,8,23,51,73,90,70,0,25,22,6,1963
41,55,61,66,74,79,62,0,26,1,7,1963
2,5,34,61,62,71,64,0,27,6,7,1963
36,47,59,64,71,81,31,0,28,13,7,1963
8,13,14,19,41,68,59,0,29,20,7,1963
14,15,44,47,59,66,71,0,30,27,7,1963
30,56,62,81,86,90,17,0,31,3,8,1963
20,36,70,71,77,90,81,0,32,10,8,1963
29,35,36,51,52,88,57,0,33,17,8,1963
6,32,53,64,83,88,36,0,34,24,8,1963
18,26,49,59,73,84,50,0,35,31,8,1963
14,39,40,51,73,90,67,0,36,7,9,1963
17,22,32,39,48,90,24,0,37,14,9,1963
16,26,46,57,81,86,37,0,38,21,9,1963
3,18,29,32,41,89,22,0,39,28,9,1963
8,9,10,22,30,49,53,0,40,5,10,1963
8,11,35,39,45,51,54,0,41,12,10,1963
1,41,63,67,69,80,29,0,42,19,10,1963
15,29,31,38,53,66,69,0,43,26,10,1963
5,13,23,26,53,84,60,0,44,2,11,1963
16,22,30,36,77,90,26,0,45,9,11,1963
1,4,25,71,78,86,81,0,46,16,11,1963
5,16,30,55,64,83,23,0,47,23,11,1963
4,12,18,23,41,74,71,0,48,30,11,1963
11,30,36,51,52,80,12,0,49,7,12,1963
9,38,41,53,60,75,65,0,50,14,12,1963
3,32,59,60,69,73,58,0,51,21,12,1963
9,20,34,36,69,89,65,0,52,28,12,1963
8,24,52,58,59,71,25,0,1,4,1,1964
23,45,49,59,62,78,19,0,2,11,1,1964
4,43,49,75,80,87,65,0,3,18,1,1964
21,24,52,73,75,84,7,0,4,25,1,1964
1,7,42,50,79,86,11,0,5,1,2,1964
19,31,42,51,54,89,20,0,6,8,2,1964
33,42,53,59,71,72,27,0,7,15,2,1964
8,20,30,38,82,85,26,0,8,22,2,1964
5,34,68,69,75,88,47,0,9,29,2,1964
17,20,49,56,66,89,40,0,10,7,3,1964
1,13,18,30,80,82,53,0,11,14,3,1964
19,32,58,69,73,78,40,0,12,21,3,1964
2,3,34,44,72,78,5,0,13,28,3,1964
26,40,50,52,70,77,11,0,14,7,4,1964
10,14,29,32,67,84,22,0,15,11,4,1964
22,23,45,66,81,85,7,0,16,18,4,1964
2,6,48,77,78,89,38,0,17,27,4,1964
3,27,36,45,75,88,61,0,18,4,5,1964
31,32,74,75,79,86,63,0,19,9,5,1964
41,45,47,68,79,85,60,0,20,16,5,1964
1,2,51,59,70,90,39,0,21,23,5,1964
10,16,19,29,81,84,71,0,22,30,5,1964
45,50,52,60,81,83,80,0,23,6,6,1964
34,40,46,53,61,73,18,0,24,13,6,1964
48,50,56,60,68,76,79,0,25,20,6,1964
4,7,54,63,65,68,30,0,26,27,6,1964
24,38,45,62,64,78,41,0,27,4,7,1964
4,18,34,66,79,86,54,0,28,11,7,1964
1,2,22,33,44,72,25,0,29,18,7,1964
32,44,51,66,86,89,77,0,30,25,7,1964
15,24,34,44,52,73,37,0,31,1,8,1964
12,20,31,48,57,82,53,0,32,8,8,1964
7,20,62,74,84,85,72,0,33,17,8,1964
2,21,26,28,72,82,1,0,34,22,8,1964
2,16,55,57,67,87,39,0,35,29,8,1964
32,51,53,57,74,85,25,0,36,5,9,1964
13,18,35,69,81,83,64,0,37,12,9,1964
31,33,48,57,65,76,20,0,38,19,9,1964
10,18,52,63,81,87,49,0,39,26,9,1964
15,40,41,52,57,71,64,0,40,3,10,1964
10,23,55,63,72,85,8,0,41,10,10,1964
12,32,37,41,85,86,4,0,42,17,10,1964
18,23,35,56,58,65,31,0,43,24,10,1964
2,18,45,74,76,79,86,0,44,31,10,1964
20,23,65,69,78,85,34,0,45,7,11,1964
14,25,26,36,53,76,39,0,46,14,11,1964
14,16,57,62,70,74,40,0,47,21,11,1964
32,67,71,74,79,89,77,0,48,28,11,1964
1,9,22,58,79,89,30,0,49,5,12,1964
15,22,46,64,65,87,21,0,50,12,12,1964
1,8,13,20,39,42,25,0,51,19,12,1964
4,15,17,44,62,71,77,0,52,28,12,1964
9,18,46,58,67,80,1,0,1,2,1,1965
2,26,29,32,34,70,61,0,2,9,1,1965
8,13,36,45,87,90,55,0,3,16,1,1965
12,31,32,39,66,74,35,0,4,23,1,1965
9,17,23,58,74,89,52,0,5,30,1,1965
7,11,32,39,57,59,8,0,6,6,2,1965
15,24,70,79,80,88,16,0,7,13,2,1965
4,27,40,58,70,90,54,0,8,20,2,1965
22,48,75,84,88,89,41,0,9,27,2,1965
5,6,8,12,56,90,50,0,10,6,3,1965
7,28,32,38,81,83,86,0,11,13,3,1965
3,12,35,61,85,89,57,0,12,20,3,1965
15,32,48,53,60,78,70,0,13,27,3,1965
15,20,28,41,71,89,90,0,14,3,4,1965
8,31,52,54,60,87,24,0,15,10,4,1965
4,17,18,22,25,49,77,0,16,17,4,1965
21,35,51,58,77,80,72,0,17,24,4,1965
4,6,13,51,59,89,10,0,18,30,4,1965
6,14,32,42,73,76,90,0,19,8,5,1965
20,50,54,64,72,80,39,0,20,15,5,1965
1,2,8,19,89,90,37,0,21,22,5,1965
3,15,26,61,63,88,53,0,22,29,5,1965
8,55,56,66,72,90,59,0,23,5,6,1965
2,16,34,57,73,78,68,0,24,12,6,1965
3,30,39,50,63,75,57,0,25,19,6,1965
31,37,46,68,77,79,19,0,26,26,6,1965
3,26,37,60,67,83,87,0,27,3,7,1965
19,27,40,48,84,85,62,0,28,10,7,1965
3,13,36,55,66,85,47,0,29,17,7,1965
12,13,23,39,40,70,64,0,30,24,7,1965
6,25,32,45,65,78,2,0,31,31,7,1965
24,26,34,51,70,85,35,0,32,7,8,1965
32,40,45,52,56,65,48,0,33,14,8,1965
6,23,31,58,61,77,17,0,34,21,8,1965
14,24,34,45,63,79,9,0,35,28,8,1965
3,19,36,44,58,66,81,0,36,4,9,1965
19,33,35,49,62,86,31,0,37,11,9,1965
25,40,46,51,54,60,56,0,38,18,9,1965
37,52,55,56,82,87,61,0,39,25,9,1965
10,15,44,47,49,83,20,0,40,2,10,1965
5,29,32,38,57,67,62,0,41,9,10,1965
11,17,21,26,48,80,15,0,42,16,10,1965
7,9,19,69,71,72,48,0,43,23,10,1965
18,40,44,57,59,89,69,0,44,30,10,1965
6,16,34,45,63,73,80,0,45,6,11,1965
2,19,68,69,75,83,61,0,46,13,11,1965
6,7,18,55,70,77,74,0,47,20,11,1965
44,45,58,68,73,90,2,0,48,27,11,1965
14,22,35,47,49,60,77,0,49,4,12,1965
4,42,66,73,78,88,34,0,50,11,12,1965
6,33,51,60,85,86,78,0,51,18,12,1965
26,41,49,65,74,88,20,0,52,24,12,1965
6,15,21,33,62,80,74,0,1,3,1,1966
10,25,39,41,56,79,65,0,2,8,1,1966
3,18,21,63,66,78,20,0,3,15,1,1966
6,12,14,25,35,79,60,0,4,22,1,1966
15,17,26,32,45,86,25,0,5,29,1,1966
10,11,33,62,65,75,27,0,6,5,2,1966
31,51,56,58,67,86,35,0,7,12,2,1966
2,8,10,29,30,49,37,0,8,19,2,1966
9,22,34,37,64,75,8,0,9,26,2,1966
5,7,34,53,69,74,41,0,10,5,3,1966
9,15,33,54,76,78,32,0,11,12,3,1966
1,28,37,38,52,63,7,0,12,19,3,1966
10,14,21,22,62,71,26,0,13,26,3,1966
18,59,61,78,80,83,75,0,14,2,4,1966
9,19,36,49,65,69,2,0,15,9,4,1966
42,44,54,65,66,83,46,0,16,16,4,1966
2,10,60,67,71,76,59,0,17,23,4,1966
34,58,60,63,83,88,32,0,18,30,4,1966
3,7,16,25,43,75,23,0,19,7,5,1966
6,12,25,26,59,67,79,0,20,14,5,1966
19,23,43,48,68,82,10,0,21,21,5,1966
20,21,45,55,69,77,10,0,22,28,5,1966
5,17,22,24,32,52,29,0,23,4,6,1966
34,58,64,67,75,76,79,0,24,11,6,1966
22,24,48,52,76,89,27,0,25,18,6,1966
6,16,18,42,67,86,7,0,26,25,6,1966
11,16,36,49,66,78,22,0,27,2,7,1966
6,31,34,66,85,86,54,0,28,9,7,1966
15,20,40,46,60,64,88,0,29,16,7,1966
7,43,56,61,68,83,1,0,30,23,7,1966
1,4,10,68,86,88,15,0,31,30,7,1966
9,21,30,60,61,83,33,0,32,6,8,1966
3,20,51,71,81,86,33,0,33,13,8,1966
18,32,58,76,86,89,13,0,34,20,8,1966
11,51,52,62,82,85,29,0,35,27,8,1966
12,13,21,29,38,63,48,0,36,3,9,1966
11,31,55,65,74,79,34,0,37,10,9,1966
3,11,27,29,52,69,12,0,38,17,9,1966
6,18,22,39,57,83,89,0,39,24,9,1966
2,19,26,32,69,81,47,0,40,1,10,1966
18,31,48,68,69,87,30,0,41,8,10,1966
3,29,30,40,41,57,14,0,42,15,10,1966
6,7,11,42,49,86,32,0,43,22,10,1966
24,41,56,58,64,71,9,0,44,29,10,1966
3,12,33,61,64,73,21,0,45,5,11,1966
4,31,47,57,75,77,14,0,46,12,11,1966
22,37,53,74,83,89,2,0,47,19,11,1966
3,17,26,30,74,87,61,0,48,26,11,1966
22,35,62,63,66,75,9,0,49,3,12,1966
18,20,24,45,50,53,90,0,50,10,12,1966
6,10,13,20,49,56,27,0,51,17,12,1966
18,19,30,38,50,85,33,0,52,24,12,1966
21,22,25,42,43,55,23,0,53,31,12,1966
6,36,39,59,63,79,85,0,1,7,1,1967
4,13,31,48,52,76,80,0,2,14,1,1967
31,36,49,54,56,66,47,0,3,21,1,1967
15,18,30,70,78,89,44,0,4,28,1,1967
19,22,35,45,47,58,67,0,5,4,2,1967
18,24,31,33,44,48,27,0,6,11,2,1967
1,2,9,27,59,81,30,0,7,18,2,1967
38,48,49,63,71,76,4,0,8,25,2,1967
8,24,29,40,72,73,64,0,9,4,3,1967
20,51,65,68,70,77,56,0,10,11,3,1967
16,34,42,60,69,74,87,0,11,18,3,1967
14,18,38,41,79,87,86,0,12,25,3,1967
4,37,50,54,77,90,22,0,13,1,4,1967
5,9,17,36,52,78,12,0,14,8,4,1967
11,30,36,50,68,76,2,0,15,15,4,1967
5,14,23,25,31,89,85,0,16,22,4,1967
12,15,46,53,71,75,18,0,17,29,4,1967
3,9,12,19,21,44,23,0,18,6,5,1967
27,28,41,50,66,81,53,0,19,13,5,1967
28,42,56,62,72,89,1,0,20,20,5,1967
18,28,42,49,86,89,27,0,21,27,5,1967
14,31,49,74,81,85,57,0,22,3,6,1967
25,31,38,47,58,68,21,0,23,10,6,1967
2,37,55,60,87,89,19,0,24,17,6,1967
17,21,25,40,52,76,82,0,25,24,6,1967
16,24,30,39,58,88,87,0,26,1,7,1967
15,16,39,48,56,81,76,0,27,8,7,1967
3,37,43,52,61,66,53,0,28,15,7,1967
3,8,39,41,68,72,19,0,29,22,7,1967
3,11,54,65,74,77,63,0,30,29,7,1967
7,15,19,23,74,78,21,0,31,5,8,1967
16,17,25,53,76,90,23,0,32,12,8,1967
4,31,52,56,67,74,17,0,33,19,8,1967
7,9,55,71,84,86,75,0,34,26,8,1967
5,18,35,48,49,63,45,0,35,2,9,1967
58,67,69,77,79,90,43,0,36,9,9,1967
8,26,28,34,45,50,77,0,37,16,9,1967
7,18,40,56,82,87,49,0,38,23,9,1967
23,45,47,70,84,88,83,0,40,7,10,1967
15,29,60,63,75,79,70,0,41,16,10,1967
22,42,49,59,74,90,84,0,42,21,10,1967
7,40,45,53,73,78,86,0,43,27,10,1967
5,28,31,67,74,89,41,0,44,6,11,1967
4,32,47,65,74,87,79,0,45,11,11,1967
31,33,37,45,56,80,26,0,46,18,11,1967
5,26,33,53,69,83,52,0,47,25,11,1967
11,42,68,70,84,85,87,0,48,2,12,1967
8,30,45,65,70,89,29,0,49,9,12,1967
10,15,36,37,73,85,4,0,50,16,12,1967
2,10,28,29,59,79,19,0,51,23,12,1967
18,60,64,70,75,83,74,0,52,30,12,1967
10,39,49,66,77,86,60,0,1,5,1,1968
10,21,28,29,63,72,15,0,2,13,1,1968
8,23,42,50,73,75,68,0,3,20,1,1968
6,12,25,64,77,82,34,0,4,27,1,1968
23,28,48,50,57,74,85,0,5,3,2,1968
9,25,27,36,53,56,75,0,6,10,2,1968
17,24,25,41,67,83,7,0,7,17,2,1968
10,17,39,50,74,75,70,0,8,24,2,1968
30,41,54,73,74,76,24,0,9,2,3,1968
11,24,35,36,49,89,55,0,10,9,3,1968
23,27,36,39,47,87,52,0,11,16,3,1968
6,22,46,76,77,90,14,0,12,23,3,1968
22,26,65,76,80,84,59,0,13,30,3,1968
22,37,47,70,77,88,20,0,14,6,4,1968
44,45,48,50,80,90,46,0,15,13,4,1968
5,34,46,54,79,85,48,0,16,20,4,1968
22,42,49,51,78,86,34,0,17,27,4,1968
11,24,26,45,61,83,9,0,18,4,5,1968
24,30,47,51,88,90,50,0,19,11,5,1968
9,14,51,55,76,78,66,0,20,18,5,1968
1,12,27,29,61,88,42,0,21,25,5,1968
1,5,22,25,31,46,76,0,22,1,6,1968
32,36,51,66,73,86,17,0,23,8,6,1968
30,37,39,58,69,82,17,0,24,15,6,1968
1,8,36,38,82,83,45,0,25,22,6,1968
12,27,30,31,50,81,77,0,26,28,6,1968
21,35,41,53,57,78,6,0,27,6,7,1968
17,36,45,57,69,74,10,0,28,13,7,1968
5,42,62,64,71,80,48,0,29,20,7,1968
16,18,34,40,78,89,82,0,30,27,7,1968
32,46,49,64,67,83,88,0,31,3,8,1968
31,33,54,79,85,87,83,0,32,10,8,1968
12,30,34,41,45,65,43,0,33,17,8,1968
5,6,8,16,79,83,44,0,34,24,8,1968
29,31,38,55,76,78,46,0,35,31,8,1968
14,15,51,53,57,71,50,0,36,7,9,1968
18,34,42,43,80,88,55,0,37,14,9,1968
19,20,32,38,62,87,85,0,38,21,9,1968
3,22,36,45,51,58,47,0,39,28,9,1968
12,24,28,31,81,90,40,0,40,5,10,1968
6,13,23,43,57,77,53,0,41,12,10,1968
32,41,47,48,57,71,75,0,42,19,10,1968
24,47,50,66,67,86,40,0,43,26,10,1968
1,33,34,45,66,86,52,0,44,2,11,1968
16,34,69,74,85,90,78,0,45,9,11,1968
29,31,32,52,86,87,42,0,46,16,11,1968
10,44,58,63,82,83,66,0,47,23,11,1968
11,25,50,54,58,64,82,0,48,30,11,1968
4,10,24,40,54,81,64,0,49,7,12,1968
8,27,43,49,75,87,61,0,50,14,12,1968
12,40,42,83,86,87,65,0,51,21,12,1968
16,40,44,48,50,65,9,0,52,28,12,1968
1,22,45,62,64,83,67,0,1,4,1,1969
3,37,42,59,61,81,19,0,2,11,1,1969
13,46,54,67,70,78,85,0,3,18,1,1969
28,46,70,75,77,82,48,0,4,25,1,1969
24,40,52,76,77,89,54,0,5,1,2,1969
3,21,25,49,76,82,13,0,6,8,2,1969
7,16,19,20,40,89,56,0,7,15,2,1969
14,22,32,34,44,88,66,0,8,22,2,1969
13,14,15,17,44,54,37,0,9,1,3,1969
39,78,79,80,81,82,18,0,10,8,3,1969
2,4,5,6,32,35,3,0,11,15,3,1969
2,7,32,47,66,83,48,0,12,22,3,1969
17,38,45,48,65,86,43,0,13,29,3,1969
3,20,36,46,86,89,43,0,14,5,4,1969
8,17,27,32,35,72,77,0,15,12,4,1969
9,16,21,69,82,86,17,0,16,19,4,1969
13,39,43,45,47,71,40,0,17,26,4,1969
10,17,36,43,78,85,58,0,18,3,5,1969
23,47,67,79,82,83,31,0,19,10,5,1969
10,40,55,56,85,86,22,0,20,17,5,1969
1,47,48,55,59,78,29,0,21,24,5,1969
1,27,30,67,74,89,16,0,22,31,5,1969
9,11,34,53,60,74,14,0,23,7,6,1969
1,6,15,29,34,76,22,0,24,14,6,1969
4,14,44,59,62,80,3,0,25,21,6,1969
19,20,24,35,57,67,15,0,26,28,6,1969
8,14,27,51,69,89,54,0,27,5,7,1969
13,38,40,44,58,80,67,0,28,12,7,1969
17,46,63,64,72,87,29,0,29,19,7,1969
7,22,30,64,86,87,80,0,30,26,7,1969
43,55,57,58,59,90,80,0,31,2,8,1969
13,17,51,63,74,80,61,0,32,9,8,1969
1,8,11,13,24,46,56,0,33,16,8,1969
6,14,34,55,71,84,52,0,34,23,8,1969
1,8,14,30,40,48,67,0,35,30,8,1969
19,22,48,65,67,74,86,0,36,6,9,1969
5,58,59,78,85,90,39,0,37,13,9,1969
6,36,49,57,69,89,12,0,38,20,9,1969
2,36,38,50,55,64,43,0,39,27,9,1969
4,14,34,54,61,84,19,0,40,4,10,1969
24,26,32,35,36,53,88,0,41,11,10,1969
21,40,73,76,80,86,25,0,42,18,10,1969
21,23,69,80,81,90,9,0,43,25,10,1969
10,24,35,71,76,83,53,0,44,31,10,1969
22,32,38,54,66,77,60,0,45,8,11,1969
43,56,64,71,74,79,25,0,46,15,11,1969
13,36,54,61,64,77,19,0,47,22,11,1969
5,10,17,39,42,64,33,0,48,29,11,1969
1,41,49,53,71,89,80,0,49,6,12,1969
16,32,64,65,71,73,66,0,50,13,12,1969
5,8,10,43,60,82,81,0,51,20,12,1969
2,12,18,25,53,66,49,0,52,27,12,1969
6,15,28,34,49,79,20,0,1,3,1,1970
13,21,46,59,71,89,68,0,2,10,1,1970
3,15,20,29,44,50,55,0,3,17,1,1970
41,46,51,75,77,78,5,0,4,24,1,1970
17,22,32,87,88,90,80,0,5,31,1,1970
9,12,17,38,39,44,60,0,6,7,2,1970
17,33,37,53,83,84,51,0,7,14,2,1970
30,39,51,71,80,85,15,0,8,21,2,1970
19,27,33,58,63,86,85,0,9,28,2,1970
29,34,45,54,74,83,30,0,10,7,3,1970
8,24,38,55,68,87,17,0,11,14,3,1970
9,52,57,67,88,89,23,0,12,21,3,1970
2,8,19,39,48,90,42,0,13,28,3,1970
5,18,25,30,46,55,73,0,14,4,4,1970
19,22,42,44,71,77,31,0,15,11,4,1970
38,47,65,68,75,90,60,0,16,18,4,1970
4,28,33,35,38,79,55,0,17,25,4,1970
3,30,39,50,59,76,55,0,18,2,5,1970
3,31,37,45,56,61,15,0,19,9,5,1970
3,16,38,50,80,84,36,0,20,16,5,1970
1,2,3,12,73,81,17,0,21,23,5,1970
5,33,59,70,76,78,54,0,22,30,5,1970
2,31,51,73,77,86,8,0,23,6,6,1970
27,29,32,55,63,67,20,0,24,13,6,1970
5,18,42,45,55,69,12,0,25,20,6,1970
14,21,34,66,73,80,36,0,26,27,6,1970
3,4,25,64,68,74,57,0,27,4,7,1970
3,31,40,47,78,90,37,0,28,11,7,1970
4,32,41,50,78,88,35,0,29,18,7,1970
39,41,44,81,82,86,10,0,30,25,7,1970
9,19,22,63,77,79,42,0,31,1,8,1970
25,48,56,59,61,69,21,0,32,8,8,1970
14,29,45,56,86,89,58,0,33,15,8,1970
16,20,22,43,47,67,9,0,34,22,8,1970
1,17,47,58,60,88,30,0,35,29,8,1970
1,14,42,60,76,86,30,0,36,5,9,1970
4,40,56,57,66,88,7,0,37,12,9,1970
21,32,58,81,89,90,78,0,38,19,9,1970
31,60,66,72,74,89,39,0,39,26,9,1970
21,26,36,79,86,90,17,0,40,3,10,1970
62,67,69,78,84,87,80,0,41,10,10,1970
2,3,18,36,45,79,6,0,42,17,10,1970
13,23,26,34,37,81,39,0,43,24,10,1970
25,49,67,76,81,82,89,0,44,31,10,1970
14,24,35,36,40,51,11,0,45,7,11,1970
16,20,25,35,36,68,39,0,46,14,11,1970
9,33,46,51,66,71,35,0,47,21,11,1970
5,6,32,35,53,83,34,0,48,28,11,1970
11,42,58,70,84,86,65,0,49,5,12,1970
2,16,40,64,66,84,14,0,50,12,12,1970
27,40,43,49,64,84,31,0,51,19,12,1970
1,5,32,66,73,83,40,0,52,28,12,1970
2,4,11,12,41,53,67,0,1,2,1,1971
21,27,61,65,76,88,78,0,2,9,1,1971
7,18,40,52,80,89,68,0,3,16,1,1971
14,16,19,39,45,85,9,0,4,23,1,1971
4,5,23,26,63,87,60,0,5,30,1,1971
9,15,41,45,74,88,76,0,6,6,2,1971
8,18,45,53,57,66,89,0,7,13,2,1971
15,23,33,55,61,74,28,0,8,20,2,1971
2,8,24,78,86,87,54,0,9,27,2,1971
1,27,41,57,71,76,51,0,10,6,3,1971
9,26,28,74,77,84,89,0,11,13,3,1971
3,11,55,76,78,83,1,0,12,20,3,1971
3,20,24,33,57,83,34,0,13,27,3,1971
15,21,25,50,66,70,45,0,14,3,4,1971
13,14,40,41,79,87,24,0,15,10,4,1971
12,41,49,50,62,76,87,0,16,17,4,1971
4,38,64,65,70,83,10,0,17,24,4,1971
4,25,28,59,61,69,83,0,18,1,5,1971
9,18,34,44,66,76,89,0,19,8,5,1971
25,27,40,67,81,88,17,0,20,15,5,1971
7,34,40,46,50,79,63,0,21,22,5,1971
37,47,57,80,88,90,77,0,22,29,5,1971
18,22,55,70,75,77,35,0,23,5,6,1971
22,36,38,46,50,78,15,0,24,12,6,1971
3,17,29,35,58,88,40,0,25,19,6,1971
28,37,39,62,73,82,13,0,26,26,6,1971
11,32,68,70,81,86,49,0,27,3,7,1971
16,20,22,41,47,83,70,0,28,10,7,1971
8,41,42,62,79,87,44,0,29,17,7,1971
15,26,45,61,67,87,35,0,30,24,7,1971
6,41,48,60,87,89,16,0,31,31,7,1971
1,34,36,49,54,69,83,0,32,7,8,1971
2,21,37,68,78,84,64,0,33,14,8,1971
30,51,58,62,87,89,8,0,34,21,8,1971
18,30,31,40,52,69,4,0,35,28,8,1971
14,23,36,42,66,68,11,0,36,4,9,1971
5,27,38,70,75,85,45,0,37,11,9,1971
14,22,30,40,76,88,17,0,38,18,9,1971
2,27,36,45,61,75,60,0,39,25,9,1971
3,18,28,36,70,83,56,0,40,2,10,1971
16,28,32,57,74,83,45,0,41,9,10,1971
